review,sentiment
"Assignment attachemnt download not working Update: in last update it seems that the feature has started working again, will check and update the review after a few days.",1
Quiet innovative,2
Nice,2
When I install this app for my online classes it was amazing but later its was not conneting that's why I rate 1 star only please look after this otherwise my some online lectures are missing error code 104103,0
"Quite heavy software. Heavier than zoom. Hence, crashes more than zoom.",1
"Slow, heavy, and omg the audio volume suuuuuuuuucks. Slower to run than a browser app, in app camera quality sucks. A lot of improvement needed before I edit my review",0
Good,2
I think this app is good but I can't change my background in this app but all my friends can so I gave 3 stars to this app,1
Nice,2
Some times speech automatically cuts off due to Internet problem and if more than one has opened their video or unmuted. Otherwise OK. Thanks.,2
Worst app. No background Changing options or bulur. Google meet is very best than this.,0
horrible audio. had to give up and use a cell connection.,0
Zoom it a good app usual we use it for convention but sometimes it gives us problems connection problems it always says' check firewall ' if we starts to expirience connection cut off.,1
"Why you guys don't add a resolution option in the app which we use in mobile, every time i had to open crime change resolution to join a meeting. It's too annoying. We don't get change resolution option directly in the app, that's the reason the video consumes large amount of data or it we turn it off it will make the video blue😡😡",0
Good for meetings especially for teaching but need to be made more user-friendly like other apps of similar working,1
Not too good .the black color background is too bad.then often it would get out of the class.one plus point is if come out of the meet means also audio and video we can on it can speak.plz crct it often it moves out of the meet.Also nowadays if we comeout from the meet to see other map the teachers voice is breaking the whole mobile gets hanged .plz crct this also plz.it is too bad .,1
Suddenly it is not being able to connect to my wifi. not working with wifi. but working with mobile data. this problem was not there before again same problem started,0
"I like google meet app... but as I am using it in my tablet, there is no option for raise hand... please try to fix it",1
I hate this app. Every time I was on call with some my doctor's it was a glitches I was unable to hear what they were saying. But it was other time I was not able to log in and I missed my appointment. The only advice I can give people is don't lay on this app for you life. This app is completely dysfunctional.,0
One star removed as I feel a clearer set of instructions on how the app works would be useful to those logging in for the first time.,2
Webex has been troubling me for a long time now. The voice stops coming if I switch to any other app and if I stay on that app for 2-3 mins webex stops working and says it's not able to connect to the meet. It gets frozen there and I can't even leave the screen to join a new meet. It isn't letting me use any other function when at use. At first I did think it was a network glitch and tried reinstalling the app and restarting my device too. Nothing works. Very disappointed with the app.,0
Ang hirap mag connect.and nagkkusa sya mag logout.,0
It is very nice app.it helps me too much in covid period.it makes education easy,2
Excellent,2
Ciągle zacina a nawet wywala kiedy coś klikniesz na PC... ale na telefonie jest ok.,1
"Video doesn't work, way too many permissions required, endless notification sound while in conference.",0
Excellent most calls. Some temporary issues that are serious. 4.3,2
Error occuring in channel,1
The best conference call network,2
Great,2
Very good,2
Nice,2
Zoom is taking very storage after the new update it is taking the storage of 292 app size and if we use it then it goes above 300,1
Unable to starting app,0
"Great app, but it's filled with bugs. Shared documents won't open",0
The Webex App was quick to install. Once connected to my Webinar everything went well. I had a great experience. 📌,2
"Edit per nov 21, chat messages are missing, cant be displayed except if we search by name. Please fix.",1
This is very bad app. Whenever I do my classes I have some issue regarding this app. My other apps are working properly. Except ZOOM 😡,0
This is a good app and safe app,2
Nice 👌,2
I'm in a Zoom meeting Right now It's very easy to use and I do recommend Using,2
Works from mobile devices and desktop. There is even a very nice purpose built endpoint called the Icon that ties into the service.,2
Good,1
We all are getting problems in opening assignments pls fix this problem. Thank You,1
"good for communication, meetings and everytbing for a corporate man",2
Nice app,2
I wil give 4 star because i am student,2
"It is very nice app, many developments also took place from the past one year. Yet, it will be more helpful if there is an autorotate of screen acoording to me",2
Not audiable,1
"Very slow operation, freezes, and won't shut off when you try to close app. interface is good and would be a good app if the above were addressed.",1
"Poor audio and connections as compared to zoom. If I were the one conducting the meeting, I would choose. Zoom",0
Super,1
"What, it's nice.",1
"Very good app, no disturbance experienced through out the session.",2
This was good app,2
Please make this app better we have to get virtual background in Android but I have updated zoom but I don't get virtual background in my father phone I got virtual background option when I update my father's phone is Sony Mobile please make better app,1
Awsome,2
Nice app,1
Yas,2
The app displays only 6 attendance. Students need to see more than 6!! Please fix.,0
Good 👍,2
We don't have words to praise for this application. It's changed the era of communication and in the form of all in one app. 5 stars for Microsoft Teams.,2
This app is like Kinder surprise .. With each version there is a new bug... current bug is that the word suggestion are over the cursor... cant wait for next exciting bug.,0
good,1
Very very bad,0
"Only have used it once on phone, with wi-fi, but it worked well. On pc, more features are visible on larger screen.",2
Nice app,2
The only problem I have with google meet is that I can't screen record our class (as a student). I really need to screen record so that I can rewatch our lessons again. And I also need to screen record because some of our teachers doesn't post their materials in our g classroom. I don't know if the problem is the app itself or our school did something to prohibit us from screen recording.,2
The button to switch to other layout in the app can get challenging to get to the unsure button sometimes. Other then that I love it!,2
Very poor quality and sound,0
It is a nice app but i would like to have virtual backgrounds if pc and laptops can have virtual backgrounds then android phones should also have it. If you add the virtual backgrounds for mobiles then it will be a five star app. 💔💔💔,0
Great app,2
like,1
I hate this,2
Love this app! Easy to use and great for collaboration in whole businesses as well as breaking a business down into smaller hands,2
Please provide,1
"Pls let us rest tao den po kame napapagod, bata pa po kame😭😭,char, #wewantestes #letblacklistdecide",0
Its not connecting and making a I'd is very defficult,0
Naval,2
"Very good app, but their is one issue in this app. The issue is that when I am writing something in the chat box, if someone is joining or leaving or presenting the screen then a notification comes: (name of the person) is (presenting) or (name of the person) joined or left.Then I can't just remove the notification, and until the notification close I can't type or see what I'm writing.Pls fix this issue. Otherwise there is no other problems.But this will be better if the issue is resolved.",2
Very nice,2
"It was a fairly good experience, though at some points the sound was echoing and sometimes it got muted but overall OK. The app is 70mb pretty heavy.",2
"No sync from previous chat done with another device (PC). Chats with team mates disappear, too. Very frustrating.",0
Gud,1
"So 1. I can't open ""reference material"" that my teacher sent on assignment tab (the MSword file). 2. I can't join live classes, if I enter Join Now, I am able to get in the class but like 5 seconds after It brings me back to home. That is my concern for the past month I had.",0
This app is good but when I join the meeting it says that the meeting host is late you in soon and sometimes I can't join the meeting. So please fix this problem.,1
"Its updating on its own which is very annoying. There are times that I am in a meeting while on the other apps but with the self-update its doing, I can't do it anymore.",0
OK,2
Needs Development,1
Can't able to join a conference using this app,0
Unable to get camera out of preview . I don't want to record. Navigating could be easier.,0
VERY GOOD APP BUT I WANT THE OPTION OF VISUAL EFFECTS OPTION TO CHANGE BACKGROUND PLS BRING THE OPTION,0
"All good. But one problem only.. when the heatset is connected, I cannot hear if there is a call while being away from my station.",1
ايول,1
WE WANT ESTES SKIN.,0
Plz give filter and backgrounds in Zoom,0
"The audio would not work, I had no way to mute or unmute the meeting; the tool bar to turn on/off audio would not appear.",0
Good application,2
Nice,2
"Poor service, audio get disconnected any time , Mike gets on without touching it , very bad experience",0
👍👍👍,1
many server issues i often get logged out of my meeting my video and audio is not working,0
There should be an option where u could schedule meetings hosted by someone else on the app. As of now there is only one option where u can schedule ur own meetings. This is not easy to use,1
"Simple, Modern, Conference Calls Made Easy. Especially love the feature that calls youband your participants to ensure the conference call starts on-time.",2
"Still EXCELLENT- over 15 months now. This is fantastic! I can easily and, without a load of difficult passwords etc, join my workout group. I like having the option to myself not be on video. Audio is clear and it is really a great platform. I will be more inclined to access programs using thos platform going forward. I live remotely, so Zoom has opened up a whole world of great exciting classes I can access. Thank you!",2
Good,2
"Works generally fine for online classes but why does it not support internal audio when screen sharing? We were suppose to present a video on our phones and we're screen sharing it until we realized only the desktop version has internal audio. As a result, the video has no sound and is essentially useless",0
It has so many bugs (after update).,1
"Horrible, ads everywhere, I wouldn't reccomend. Also glitches ALL THE TIME. Waste of time and money.",0
Super,2
"As an organizer, I have to continuously focused on mute options. If there be an option through which, once an orginezer mute someone, he can't unmute himself will stimulate the effectiveness of the programme through Goto meeting.",1
مجازی عالی,2
Worst app,0
verygood app,2
"actually a very mediocre product. slow, laggy, loses auth token all the time etc",0
Unable 2 connect bluetooth via Android galaxy j7. Missed lots of content while driving. The SPEAKER was also super low. Consider sending a recording.,0
"Every now and then the video freezes but the audio can still be heard, but glitchy. Other times the audio is very low even with my end completely at the max.",1
"Meeting without record is worst, why you don't have the feature of recording the meeting, hate it for online classes where I can't even record.",0
Won't even open after the last update,0
Proper,1
I only use it because I have to for work. Does the job but is lacking in practical features. You can't group conversation together per theme so you end up with 50 active conversations. You can't pin groups ... Only singular chats. I wish this was like discord. You can't search in a conversation per date. You can't tell the difference between conversations and meetings in the chat history. You can't see people's schedules when trying to book a meeting on the app like you can on desktop.,0
Great,2
This app is amazing I have never experienced any complications or negative issues with it for the past 6months that I have been using it. That's why i rate it 5 stars👍,2
Its easy to use and an awesome way to have meetings and attend lectures during this pandemic,2
Has several issues It is having a lots of problem after getting updated it is only asking send code not less than a 50 times an hour even after putting in the code it is writing the same,1
👍💯👍,2
It has 149 mb but before it has 40 mb,0
Soo cool to connect with everybody!!,2
OP add,2
Is this a time limit for calls or a bug?,0
Nice,2
"On the phone, it downloaded quickly and my son had no trouble using it. Useful functions and easy to see and talk as well as share documents on screen for discussion. HOWEVER, the app wouldn't download on my desktop, laptop, or iPad. We have tried everything and it comes up, gets scanned for 40 minutes by virus detection and after approval, it won't show up! Not good help from the site's troubleshooting page because it was in Greek. We have to use this for my son's work so well keep trying.",0
Nice,0
Majority of the time during my classes/meetings the connection is s#####! And my classes are like super duper IMPORTANT AND I NEED TO BE ABLE TO NOT HAVE ANY ISSUES WITH THE WHOLE CONNECTION! LIKE THE AUDIO WILL BE BREAKING UP AND ILL ONLY HEAR BITS AND PIECE OF MY CLASS IN THE BEGINNING AND IN THE OTHER QUARTER OF MY CLASS THE VIDEO IS F###ED UP AND I AM REQUIRED TO HAVE MY VIDEO ON SO MY INSTRUCTOR CAN SEE FOR HIMSELF THAT I AM OKAY.... PLEASE TELL ME YOU CAN GET THIS FIGURED B4 WEDNESDAY?!😞,1
I found a bug when ever I try to minimize the app my screen turn black I can do only thing is open the notification and click and attend it but when this happens my screen freez and it doesn't even let me turn on my mic or camera I mean I could do nothing until I left or the host dismiss the meeting please solve this problem Edit- I have cleared all cacha and it's updated idk why this happens,0
"I am using this app, there are lots of problem, 1. Hang 2. Voice issue-some times completely dissappear or some time very less volume. 3. Bluetooth headphone not functioning 4. Earphone sometime work sometime not. 5. Cross connection some times when u don't use passcoad 6. When any normal call come it get disconnected. Redial not accept. You have to restart phone. 7. Each day while using my smartphone restart that is completely made me fed up. Many problems in this condition I m using",1
It is worst thing of this app is -if host remove someone he will be not able to re join!,0
"the app is great but why is it the background photo is not available in samsung phone and tablet? :( i hope it will be available for us samsung users. because in online class, we're always required to have a background photo. thankyou!",1
Cool,1
The volume was dropped very low into 5 minutes using this app. The volume never increased.,2
Good,1
"Poor UX and ""Invite someone"" does nothing. If only touching the link may open something but no.",0
I updated the app cause IT TELLED ME BUT I CAN'T STILL ENTER SO 3 STARS,1
Good,2
Best,1
It is a very nice app I really love it but the thing is there when I take other app it is laging ok,1
"Make it fast like whatsapps, This review is for your desktop app. Hope that team will receive this message. 1. There should be option to login to multiple accounts using same app. 2. Speed should be the top most priority. Its very slow.",0
Hard to hear,1
There cant be a better app than team for online classes !!!,2
"there are numerous problems with this app, but it mostly works for getting you connected to webex meetings.",0
Good,2
Sometimes I'm unable to join a meeting. There are so many bugs in this app.,1
The best conference call app!,2
For some reason works with my Huawei P20 pro but not with my Xiamo redmi 10 which is my preferred phone. Sound is all noisey/ static even when not speaking,0
but zoom is best,0
Better App,0
I was doing online class in Google meet and one guy suddenly came in my meeting and I didn't invite that guy but he came to my meeting. I want that Google should recover this.,0
Organiser had difficulties with the techcnical aspects and hence the presentations were delayed slightly.,1
It's net taking and also some problems in Connection,1
In some meeting (very rare) it shows me 9 people in mobile and most of the times it shows only 4 people Please check Google Community,0
Really helpful this all,2
i will give this app's rating as 0 worst app ever i didn't change my background iwill already updated but didn't change? and my internet speed was full but voice is delay and breaking my oponent video didn't showing?😠😠😠😡😡😡😠😡😡😾,0
Very good but background is not changing,2
can improve ux and make it easier to load and use.,1
Bobby,1
Well it was nice using meet but recently I'm having a problem with updating it; I can't. Idk if it's because of network issues because it's mostly high-speed here or if it's because I turned off auto update and forgot about it and might've missed the last three updates? probably.,0
It was just a little noisy.,1
Not very good because of static & feedbacks.,1
Good,1
"Dear developer, when I join a meeting, I should be able to choose if I would like to save this meeting address so that I can join it some other time without going to the stress of always looking for tge meeting address. Please, include this function.",1
Love it by I can't see myself or other people whenever I share my tablet screen.There is no such problem in while using it on my pc.,2
Audio and Connectivity issues associated when using desktop however mobile usage didn't have any lag or issue,0
"I have a Note 5 and the push notifications for this app do not work. I rely on it for school as a lot of classes are group based and we use it for collaboration. I am not getting any push notifications. Zero. I have checked that they are on, checked phone settings that they are allowed, and have even made Workplace a priority in my notification tray. Help please!!",2
Great app It works on Both my mobile as well as laptop,0
Good app,2
Sound and video seemed to suffer from bandwidth issue,1
Not too bad if you are an existing FB user. But the interface for the cellphone lacks the more expensive layout of the desktop version.,2
disturbance is there,1
It's not downloading fast it's very slow but it's good,1
Before just opening :-D,1
No me dejaba registrarme. No me dejaba descargarlo hasta varios intentos.,0
"Zoom is very helpful when I need to keep in touch with others! Especially, meetings and MD appointments.",2
Video mode is not clear,0
It dohave much features,1
"Buggy. On clicking message notification, the channel keeps on loading. Works only if I manually visit that channel.",1
"I am using samsung ultra, this app is not as user friendly as the Z, very difficult to connect. Always late for the meeting because of setups",1
There is no background chenger after opeaning camera,0
Nice App,1
"I cannot see speaker over main image slide on one of my tablet, most used. I have to hunt for the speaker in the gallery. The blank image over the main slide shows the usher, not the leader (SRF). Worked for two years, suddenly stopped. Works on my phone and two other computers, but not my table. Please fix this. Then on the computer I use to lead meetings, instructional pop ups block the audio and video buttons so I cannot see to mute or unmute. Reported bugs, no response from Zoom.",1
RAGHAB,2
"Hi, The number one #1 request from all over the world user base is the native mobile Android app support for casting to Chromecast devices.  It's the reason people are not using Google Meet. Please provide the support for casting to Chromecast devices immediately from Android mobile Google Meet app. Regards, Vijay",1
Excellent. Please add the chat and other features. Other apps are already outdated. Thank you,2
Kashaf Rehman,2
High quality video,2
Please make a option for background change on android,1
I have to ask how the camera come in chatbox on first day it come but another day I use this it doesn't come and tell how to change background,1
"Great app, but freezes atimes",2
Nd,2
😕😕poor app. I thought we will able to see all participants together. but it is not supporting this in mobile app. My friend was able to see the same in desktop browsers. better to use google duo,0
"Everytime I try to change my dp it says ""zoom has stopped- open app again or send feedback"" and even if I try opening it again and again, it doesn't work. What should I do?",1
"I'm using Google meet from 2 years. 1 year it worked properly but from 6-7 months it is not working properly, I don't know why, the problem is when I ask my teachers something they listen me but after 7-10 minutes please fix this problem..",0
The best app,1
"It doesn't work most of the time. I set up meetings and people I invited are kicked off or not let access in. Apart from that, it doesn't lag like zoom so I don't have to use the chat option",1
We want estes.,0
Nice,0
Good,2
Some features dosen't able in this App!!! It's not like a Web,1
Amazing app and excellent platform for conducting cloud meetings!,2
Mic is not working properly voice is not clear we can't hear others voice,0
I literally not really like zoom. for me i using zoom 2 years now and idk what this happened when i join the zoom is STUCK at the preparing meeting. And it siad cant connect i did change my wifi but is still the same.,0
Wow. User friendly .,2
Again again password required for log in,1
The chat should show always the latest conversation,2
Unable to re download...some error was coming while trying to log in.Hence deleted.,0
This app has been working great! I use it often and highly recommend it.,2
"Lots of glitches, audio problems, sign on problems, screen rotation issues.",0
I accidentally deleted this app and now when I try to download this app it's saying 1GB needed which is even larger than an a MB . I only have this app which is larger than any app . I don't even have whatsapp or youtube which have larger MB . I loved this app and I put ⭐⭐⭐⭐⭐ in the review. But now I have put ⭐ because of the GB and MB problem . I am not putting any hate to this app but please lower this apps MB and GB.,0
The raise hand option and virtual background not showing in my meet in latest version,0
"Needs a forward message option, not just reply. Would also be helpful to be able to pull up a list of hidden chats. On mobile keyboard doesn't push the chat upward and covers the text until you hit back and do it twice (consistent glitch).",1
নিচে,2
Voice not clear some times,0
Please add a feature by which organiser can restrict personal chats berween participants during meeting. Otherwise all other things are good. Nice app.,2
ajayamanjhi,0
Problem on verified zoom meeting. Navigation bar comes automatically.,0
"Good app to connect the people to share important talks, lectures knowledge participation presentation etc. GROUP",2
"Kinda sucky. If I have a conversation pulled up and the other participant replies I have to go back to the main chat menu for their reply to show up. Contacts are not listed alphabetically. Camera orientation is always vertical and does not change. Notifications appear late, sometimes hours or days later.",0
"When a call come in, I get kicked out of the meeting even though I do not answer the call.",0
Think it's useful for business,2
Wonderful experience,2
This app is nice but most of the time it shows that couldn't connect you to the video call my whole class will not be attended,1
Best app ever.. You can use it for both classes and office work. Perfect!,2
"When im lagging and my teacher call for me, obviously i can't respond because im lagging, please add a way for them to know that im lagging, put a loading screen on my camera to show that im lagging or something. I really hate it because my teacher telling me that im not responding to her even though i didn't know she's calling me because of my internet.",0
Everyone enjoys the app.,2
Nice app. But 1 major issue. That is when we join some link it shows connecting forever even though my network is fast. It happens sometimes but i miss my classes and important concepts. Please fix this issue. Thankyou,1
Annoying sounds. Can't use gallery view. Frustrating on mobile device,0
"When away from the office, I am still able to keep updated with changes that are taking place and am reachable without being contacted via personal means.",2
We want to see meeting history please put option for such details.,0
Very good,2
Very good,2
Cf,0
Good,2
I was finally able to get in on a meeting. Personally I'm really slow with technical stuff. I lost the video feed a few times but stayed in the meeting. So I'm happy with the results. But I need to learn how to use more effectively.,1
Very Good app for having screen sharing and audio meetings.,2
good,1
"Good interface! Decent with using 'bandwidth/data' New feature lets you switch the meetin from a phone (or some tablets), to a computer/laptop with the push of a button (and vice-versa) is AWESOME!!",2
Easy to use,2
It's so helpful but you must now how to use it by the right way.and if there is no timer for the calling will be perfect,2
Good app,1
This has been a nightmare since I initially installed and try to have a telemed conference. It won't open on my phone it will not load on my phone. I finally was able to get it loaded on my computer on Firefox. I was unable to find anything that showed me how the heck I turn on volume and Camera. So the entire appointment was wasted trying to get this thing to run. I have spent spent hours on Firefox Chrome Microsoft Edge and my phone trying to get this to run properly. Do not waste your time.,0
"Best experience , but lags at slow Internet connections",1
Data Consuming,0
I like this app so much some times it comes as zoom is not responding but it is OK so I am giving zoom 4 stars 👑👑,2
1212,0
Abhi karenge use,0
"It's a great app to be connected to work, unlike the predecessor of Teams. Ability to launch docs at ease is the need of the hour. The one annoying factor is the Teams ringtone, listening to that same thing for the last two years at home is annoying, is there an update to customise or mod your own ringtone? If yes then it would be great.",2
Good,1
great 👍 job,1
Good service,2
The recent update made this app totally useless. It hangs and just upsets me. Bring back the older version and layout. This new update seems like a step back.,0
"Loaded to my computer, it has overlayed my scree. Unable to un install as it wont let me into any thing as during the installation it now wants me to pair it to a life sizexroom controller app. Where is that? You go to apps and there is not a life size specific one. Only option is to wipe computer and start again then reload my back up. Should not be this hard",0
"Brilliant app on website and I pay for subscription. Android experience terrible. Poor UX and worst of all, can't use Bluetooth headset...",0
It is good but l didn't get raise hand option,1
There is no virtual background option in android..........???,0
Can't be installed in my phone,0
Poob,0
Highly not recommended,0
Sound quality not good..,0
The audio was extremely bad,0
I could use some little changes feels alittle clunky on the phone. Otherwise it's a great tool for companies and groups to communicate,2
Used for running therapy groups and staff trainings. Wish it allowed for videos but the audio doesn't work for that. Also it drains the battery very quickly on phones. The chat option gets saved to everyone's computer which is a HIPAA issue.,1
Very nice..,2
No email.. not working,0
Video quality wasn't as good toward the end of meeting.,1
Very good,1
"Excellent piece of app. But one thing need to say, kindly increase the timings of meeting because it contains only 40 minutes so we had lose our interest to continue the class. And give the background option for professional meetings, classes and other important meetings. Hope you'll concern about our request. Thank you for your service at this pandemic time.",1
Its good app for small and a quick meetings. But should need high speed connection.,2
"90% failure. The host of the meeting was waiting on me and I was waiting on the host. It took us 20 minutes to get started. They had to send me a new link just to get in. After about 15 minutes, we were disconnected again.",0
Consumes lesser data : Great feature But teachers are mentally torturing students by taking single lecture for more than an hour. Please limit the maximum meeting time to 45 minutes. All the Indian students will be very thankful to developer. We surely give it 5 star rating.,0
"Dear Google, Please add mute all option for the host...",2
Takes time to connect,1
"Well, this app is fine and good really. But I need one feature, if someone removes you from meeting... It can atleast show the name of that individual. And rest of features are fine!",1
"Whatever has happened to zoom... we are having multiple issues now... waiting rooms that dont admit guests, poor quality audio, meetings that get duplicated in diaries with different zoom invites... just a nightmare",0
gd,2
It's good app to conduct meetings online but we cannot use camera when start sharing our screen. If this option added in this app it will be helpful to students to create online presentation.,2
"Very bad connections all the time. Cant hear others, because it cuts out parts of what others are saying. Video quality should be better than what it is. Sorry webex.",1
Voice not clear. It's too low,1
Very clear and concise. Could understand everyone who spoke. Easy access.,2
Chaturanga,0
Great experience there was a slight problem with the audio. The meeting went fine though. Neil's volume could have been higher. Laura did an outstanding presentation.,2
Very strucking very awful 😖 app don't download draining battery and data so fast I give it 1 star,0
Khup chhan vaparta yete,2
The app is good. But sometimes the Bluetooth connection drops and reverts to speaker/ earpiece. Have to drop and rejoin the call. This does not happen with Teams in my laptop.,2
"The app is amazing...I am using it for attending class..but in the latest update the imoji looks really disgusting,,,, i really liked the old imoji,and a lot of other people too...so please make it as the old one in the next update pls",2
Good,2
"This app is horrible! We loved this app when it had no ""Google workspace."" CANT EVEN MAKE CO HOST AND ONLY LIMIT FOR CALLS IS 1HOUR! What happend google meet? You ruined it! Please rate this app 1 star, I would rate it 5 star if it was not for google workspace! 0/5",0
"A lot of bugs, silent failures. A lot of potential, but too many frequent changes and possibilty not enough testing makes for a hit or miss experie ce.",1
Innovative and professional conference system.  The support team respond quickly to issues.,2
Good but voice problem,1
Excellent,2
"When I started working on zoom, I felt it was quite nice. But nowadays, continuously, I am getting logged out from my zoom account. I had a bitter experience for this reason",0
"My previous review were gone. Idk why. But the problem still persist. I cannot able to hear the audio of my teacher, marking me absent because of this bug or idk, is this like a new feature?",0
Siper,1
Can you please fix zoom on Windows 10? I use it for work and other persons camera freezing after several seconds. Have spoken to colleagues and many people reporting same issue,1
Unable to change background. solve l give 5 star,0
Why does my photo is displayed on the top right corner of the screen when I'm seeing the screen shared in Full screen mode? It obstructs me from seeing whatever is being written in that part of the screen during classes. Please fix that.,1
Now it limit number of users in a meeting,1
Android phone 📱📱📱. Quit smoking and FOREVER. Hearing. Me John David Carl Jr Know Jesus Christ,2
"I am giving 3 stars because everything was going alright last week and then suddenly it stopped opening my assignment files on mobile. I click on the file, I wait but it doesn't open.",1
Description,1
Good,2
Nice4,2
Worst app. Keep on disconnecting,0
"When I change the network, the meeting either gets disconnected or the sound and audio gets stopped. Then you have to rejoin the meeting.",0
Distorted audio.,2
niceapp,2
Namaate from ashok hindocha,2
Always clear voice and video help to attend the court proceedings,2
Is the best,2
Look forward to more meetings,1
"Sometimes there is a lag so, I have to reinstall the app",1
Very network issue is there....... Host's Voice craks ... When I unmute my voice ecos,0
Ok,2
Facebook,1
BEST,0
Tati se jyada kuch nahi,0
I think it should be another way to use it other than downloading it because sometimes you just don't have space to download.,1
"Great ,",2
इसे,0
Good sarvies provied,2
Good,2
This is very nice but the video of the app is not so good..,1
The video is not clear,1
"It was a good experience, we had a few hiccups but was able to complete training in a ti.ely manner!!!",2
"It has been great, but after I entered wrong 4 digit password. It said my pin is in correct since then I have been unable to access it. Always giving error ""contact your system administrator""",1
I like this app toox10 much but please give virtual background option in mobile please ......... Student....,0
shows unnecessary notifications. which i dont want,0
"Since it is a very good app but it needs too much of networks... Secondly when we first time install it it does so many queries ..... Else it""s a very nice app..... One more thing I want to convey that is if u are taking feedback from us then please try working on it.... Thanks",1
Easy and fast to setup,2
Before the update it was working fine but now since the update came up it is not working properly and sometimes it does not join the meeting I have even report the problem but still the Dev haven't done any fixation yet so only 2 stars I will rate,0
Best but voice breaking,1
Very good,2
"Never had a problem with this app.Very user friendly, this coming from a dinosaur!!!!!",2
Good,1
what happen to the Join/search tab Im not putting in my email!! Just to join a freaking room,2
"Crashes every single time... Couldn't even login to meeting... Receive 'Call failed'... even after hundreds of trial if in any one attempt gets to login to meeting it gets disconnected after 5 mins... I am using realme 5Pro and am able to conduct meeting thru WebEx, TEAMS, Zoom, Skype etc very well without any hassles... Given 1 star only because I couldn't give any lesser than this..else it deserves a negative rating... Pathetic app...",0
Nice app share screen to our friends,2
im a lanhusge enhlish closed nextbreopen on sept. first. my exerience in kuwait 20 acedemic years. i likr my profession school n students.thanks nbregards.,1
ALSO GOOD APP,1
What's app link not working with aap,0
Very 👎,0
Chating feature is very useful while going on a meeting Hand raise if we want to clear our doubt while going on a meeting is very useful But there is no opction to zoom in the screen while going on a meeting it is too bad to see the small things Zoom doesn't zoom the screen is very bad And the video quality is very low I think Zoom should improve,1
This is a very unusual app In this app their is not clear video and some other issues Don't waste your Data in installing and updating this app wrost app in whole play store I don't want to give one star also But we cannot write without any star Believe this notification its truth........,0
#4200gujrat,0
Screen share part should be to concentrate more on it as some problems are their. Although the app is very nice 👍😊..,1
I can't hear othors audio,1
𝚆𝙰𝚂𝚃𝙴 𝙰𝙿𝙿 𝙸𝙽 𝚃𝙷𝙴 𝚆𝙾𝚁𝙻𝙳 𝙸𝚂 𝚉𝙾𝙾𝙼 𝙱𝙴𝙲𝙰𝚄𝚂𝙴 𝙸𝚃 𝙸𝚂 𝚄𝙽𝙰𝙱𝙻𝙴 𝚃𝙾 𝚂𝙸𝙶𝙽 𝙸𝙽 𝙾𝚁 𝚂𝙸𝙽𝙶 𝚄𝙿 𝙰𝙽𝙳 𝚆𝙷𝙴𝙽 𝚆𝙴 𝚂𝙴𝙴 𝙾𝙽𝙻𝙸𝙽𝙴 𝙲𝙻𝙰𝚂𝚂 𝙵𝙾𝚁 𝙾𝙽𝙴 𝙷𝙾𝚄𝚁 𝙸𝚃 𝚃𝙰𝙺𝙴?𝚖𝚒𝚗𝚒𝚖𝚞𝚖 500𝚖𝚋 𝚜𝚘 𝚒𝚝 𝚝𝚊𝚔𝚎𝚜 𝚒𝚗𝚝𝚎𝚛𝚗𝚎𝚝 𝚖𝚘𝚛𝚎 𝚝𝚑𝚊𝚗 𝚈𝚘𝚞𝚃𝚞𝚋𝚎 𝚜𝚘𝚘 𝚝𝚑𝚎 𝚠𝚘𝚛𝚎𝚜𝚝 𝚊𝚙𝚙 𝚒𝚜 𝚣𝚘𝚘𝚖,0
Decent. Freezes a lot,1
Incredible place for encouragement and ideas.,2
تحت التجربه,0
Good utility. It's a bit buggy at times. But overall a good video application.,2
Gud,0
Nice,0
For my school friends😄 It become for my school,2
Nonsence,2
"It was not easy for me because for some months now, i didn't chat with any of my team members",1
Good,2
Nobody is ever able to see my video feed and it keeps opening by itself. If I didn't need this for work I would delete it. Horrible job on this one.,0
Nice app good job l how download gonee f 103 Pro mobile,2
Very bad app,0
Couldn't see presenter's screen,0
What a fantastic app. Needs a mute all option,2
Good app but in my google meet app it is not a new version no hand raise feature is there Please solve I want hand raise feature,2
Imc and modicate,0
"Workplace App and Workchat App Message Integration Not working. Even after viewing the Messages at Work Chat App, If you Open the Workplace, they still pop up as unread. Kindly Fix this issue.",0
Doesn't work,0
App is very good I like it,2
"Not sure what these guys are thinking. You cant join a meeting in the app, it's incredibly frustrating.",0
This app tends to disable your ability to open Word documents after a while of using it,0
Would be great if it supported screen casting to a TV set (e.g. Google cast),2
The sound quality is very poor.,0
"Works well for what it does, but there a few features I really dislike. There are too many notifications; I have mine all turned off now, but that means I have to manually check everything. I also really disagree with the ability for admins to remove the ability for us to turn off read receipts. It feels invasive, but as I need to use the app for work I can just move to a different communication platform.",0
Good but we need (lite) version. It would be better with lite version,2
Would have liked it better if the company meeting url was retained.. Hate that we have to enter it from scratch every single time.. Especially since paste is not enabled for meeting url.. Guess the makers don't use their own app.. to have missed such a simple yet necessary feature..,1
"People's online status & new texts on my mobile device don't update/sync with the pc. Not until I open the mobile app's settings, force stop the app & erase the cache then reopen Teams. Good thing is it doesn't drain the battery.",1
Horrible!,0
Oksy app for corporate needs but issues with connectivity at times.,1
"It has latest versions for 31 August 2020, as per playstore, can't use new features in my tab Samsung tab A7.",1
"If I could see the meetings as they start without having to reload several times and not have my chat history cleared with every update, that'd be great",1
